namespace,nombre,patrón,vista,archivo:línea,categoría,plantilla,kwargs,selenium,pruebas
laboratory,api-trash-detail,/trash/api/<int:org_pk>/^api_trash/(?P<pk>[^/.]+)/$,laboratory.api.views.OrganizationTrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,1
laboratory,api-trash-detail,/trash/api/<int:org_pk>/^api_trash/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.OrganizationTrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,1
laboratory,api-trash-get-values-for-update,/trash/api/<int:org_pk>/^api_trash/(?P<pk>[^/.]+)/get_values_for_update/$,laboratory.api.views.OrganizationTrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,0
laboratory,api-trash-get-values-for-update,/trash/api/<int:org_pk>/^api_trash/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.OrganizationTrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,0
laboratory,api-trash-restore,/trash/api/<int:org_pk>/^api_trash/(?P<pk>[^/.]+)/restore/$,laboratory.api.views.OrganizationTrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,1
laboratory,api-trash-restore,/trash/api/<int:org_pk>/^api_trash/(?P<pk>[^/.]+)/restore\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.OrganizationTrashViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,1
laboratory,api-root,/trash/api/<int:org_pk>/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,0
laboratory,api-root,/trash/api/<int:org_pk>/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|format,0,0
laboratory,api-registeruserqr-list,/register_user_qr/<int:org_pk>/<int:lab_pk>/api/^api_registeruserqr/$,laboratory.api.views.RegisterUserQRViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,1
laboratory,api-registeruserqr-list,/register_user_qr/<int:org_pk>/<int:lab_pk>/api/^api_registeruserqr\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.RegisterUserQRViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,1
laboratory,api-registeruserqr-detail-template,/register_user_qr/<int:org_pk>/<int:lab_pk>/api/^api_registeruserqr/detail_template/$,laboratory.api.views.RegisterUserQRViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,0
laboratory,api-registeruserqr-detail-template,/register_user_qr/<int:org_pk>/<int:lab_pk>/api/^api_registeruserqr/detail_template\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.RegisterUserQRViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,0
laboratory,api-registeruserqr-detail,/register_user_qr/<int:org_pk>/<int:lab_pk>/api/^api_registeruserqr/(?P<pk>[^/.]+)/$,laboratory.api.views.RegisterUserQRViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-registeruserqr-detail,/register_user_qr/<int:org_pk>/<int:lab_pk>/api/^api_registeruserqr/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.RegisterUserQRViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-registeruserqr-get-values-for-update,/register_user_qr/<int:org_pk>/<int:lab_pk>/api/^api_registeruserqr/(?P<pk>[^/.]+)/get_values_for_update/$,laboratory.api.views.RegisterUserQRViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,0
laboratory,api-registeruserqr-get-values-for-update,/register_user_qr/<int:org_pk>/<int:lab_pk>/api/^api_registeruserqr/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.RegisterUserQRViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,0
laboratory,api-root,/register_user_qr/<int:org_pk>/<int:lab_pk>/api/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|lab_pk,0,0
laboratory,api-root,/register_user_qr/<int:org_pk>/<int:lab_pk>/api/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|lab_pk|format,0,0
laboratory,list_register_user_qr,/register_user_qr/<int:org_pk>/<int:lab_pk>/list/,laboratory.views.laboratory.RegisterUserQRList,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/register_user_qr/register_user_qr_list.html,org_pk|lab_pk,1,1
laboratory,manage_register_user_qr,/register_user_qr/<int:org_pk>/<int:lab_pk>/manage/<int:pk>/,laboratory.views.laboratory.manage_register_qr,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:521,pagina,laboratory/register_user_qr/manage_register_qr.html,org_pk|lab_pk|pk,1,0
laboratory,delete_register_user_qr,/register_user_qr/<int:org_pk>/<int:lab_pk>/delete/<int:pk>/,laboratory.views.laboratory.RegisterUserQRDeleteView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/register_user_qr/confirm_delete.html,org_pk|lab_pk|pk,0,0
laboratory,download_register_user_qr,/register_user_qr/<int:org_pk>/<int:lab_pk>/download/<int:pk>/,laboratory.views.laboratory.get_pdf_register_user_qr,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:465,descarga,pdf/qr_pdf.html,org_pk|lab_pk|pk,0,0
laboratory,logentry_register_user_qr,/register_user_qr/<int:org_pk>/<int:lab_pk>/logentry/<int:pk>/,laboratory.views.laboratory.get_logentry_from_registeruserqr,src/laboratory/views/laboratory.py:648,pagina,laboratory/register_user_qr/logentry_list.html,org_pk|lab_pk|pk,0,0
laboratory,login_register_user_qr,/register_user_qr/<int:org_pk>/<int:lab_pk>/login/<int:pk>/,laboratory.views.laboratory.login_register_user_qr,src/laboratory/views/laboratory.py:661,pagina,laboratory/register_user_qr/login_register_user.html,org_pk|lab_pk|pk,0,0
laboratory,create_user_qr,/register_user_qr/<int:org_pk>/<int:lab_pk>/create_user_qr/<int:pk>,laboratory.views.laboratory.create_user_qr,src/laboratory/views/laboratory.py:811,pagina,laboratory/register_user_qr/login_register_user.html,org_pk|lab_pk|pk,0,0
laboratory,create_user_qr,/register_user_qr/<int:org_pk>/<int:lab_pk>/create_user_qr/<int:pk>/<int:user>,laboratory.views.laboratory.create_user_qr,src/laboratory/views/laboratory.py:811,pagina,laboratory/register_user_qr/login_register_user.html,org_pk|lab_pk|pk|user,0,0
laboratory,redirect_user_to_labindex,/register_user_qr/<int:org_pk>/<int:lab_pk>/redirect_user_to_labindex/<int:pk>/,laboratory.views.laboratory.redirect_user_to_labindex,src/laboratory/views/laboratory.py:803,accion,,org_pk|lab_pk|pk,0,0
laboratory,api-my-procedure-list,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,0
laboratory,api-my-procedure-list,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,0
laboratory,api-my-procedure-add-comment,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/add_comment/$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,1
laboratory,api-my-procedure-add-comment,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/add_comment\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,1
laboratory,api-my-procedure-list-comments,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/list_comments/$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,1
laboratory,api-my-procedure-list-comments,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/list_comments\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,1
laboratory,api-my-procedure-detail,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/(?P<pk>[^/.]+)/$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,1
laboratory,api-my-procedure-detail,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,1
laboratory,api-my-procedure-delete-comment,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/(?P<pk>[^/.]+)/delete_comment/$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,1
laboratory,api-my-procedure-delete-comment,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/(?P<pk>[^/.]+)/delete_comment\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,1
laboratory,api-my-procedure-update-comment,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/(?P<pk>[^/.]+)/update_comment/$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk,0,1
laboratory,api-my-procedure-update-comment,/spc/api/<int:org_pk>/<int:lab_pk>/^api_my_procedure/(?P<pk>[^/.]+)/update_comment\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureStepCommentAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|pk|format,0,1
laboratory,api-procedure-comments-list,/spc/api/<int:org_pk>/<int:lab_pk>/^api_procedure_comments/$,academic.api.views.ProcedureStepCommentTableView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,1
laboratory,api-procedure-comments-list,/spc/api/<int:org_pk>/<int:lab_pk>/^api_procedure_comments\.(?P<format>[a-z0-9]+)/?$,academic.api.views.ProcedureStepCommentTableView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,1
laboratory,api-root,/spc/api/<int:org_pk>/<int:lab_pk>/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|lab_pk,0,0
laboratory,api-root,/spc/api/<int:org_pk>/<int:lab_pk>/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|lab_pk|format,0,0
laboratory,api-warning-word-list,/sga_components/api/<int:org_pk>/^api_warning_word/$,sga.api.sga_components_viewsets.WarningWordAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,1
laboratory,api-warning-word-list,/sga_components/api/<int:org_pk>/^api_warning_word\.(?P<format>[a-z0-9]+)/?$,sga.api.sga_components_viewsets.WarningWordAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,1
laboratory,api-warning-word-detail,/sga_components/api/<int:org_pk>/^api_warning_word/(?P<pk>[^/.]+)/$,sga.api.sga_components_viewsets.WarningWordAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,1
laboratory,api-warning-word-detail,/sga_components/api/<int:org_pk>/^api_warning_word/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,sga.api.sga_components_viewsets.WarningWordAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,1
laboratory,api-warnings-table-list,/sga_components/api/<int:org_pk>/^api_warnings_table/$,sga.api.sga_components_viewsets.WarningWordTableView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,1
laboratory,api-warnings-table-list,/sga_components/api/<int:org_pk>/^api_warnings_table\.(?P<format>[a-z0-9]+)/?$,sga.api.sga_components_viewsets.WarningWordTableView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,1
laboratory,api-danger-indication-list,/sga_components/api/<int:org_pk>/^api_danger_indication/$,sga.api.sga_components_viewsets.DangerIndicationAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,1
laboratory,api-danger-indication-list,/sga_components/api/<int:org_pk>/^api_danger_indication\.(?P<format>[a-z0-9]+)/?$,sga.api.sga_components_viewsets.DangerIndicationAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,1
laboratory,api-danger-indication-detail,/sga_components/api/<int:org_pk>/^api_danger_indication/(?P<pk>[^/.]+)/$,sga.api.sga_components_viewsets.DangerIndicationAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,1
laboratory,api-danger-indication-detail,/sga_components/api/<int:org_pk>/^api_danger_indication/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,sga.api.sga_components_viewsets.DangerIndicationAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,1
laboratory,api-dangers-table-list,/sga_components/api/<int:org_pk>/^api_dangers_table/$,sga.api.sga_components_viewsets.DangerIndicationTableView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,1
laboratory,api-dangers-table-list,/sga_components/api/<int:org_pk>/^api_dangers_table\.(?P<format>[a-z0-9]+)/?$,sga.api.sga_components_viewsets.DangerIndicationTableView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,1
laboratory,api-prudence-advice-list,/sga_components/api/<int:org_pk>/^api_prudence_advice/$,sga.api.sga_components_viewsets.PrudenceAdviceAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,1
laboratory,api-prudence-advice-list,/sga_components/api/<int:org_pk>/^api_prudence_advice\.(?P<format>[a-z0-9]+)/?$,sga.api.sga_components_viewsets.PrudenceAdviceAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,1
laboratory,api-prudence-advice-detail,/sga_components/api/<int:org_pk>/^api_prudence_advice/(?P<pk>[^/.]+)/$,sga.api.sga_components_viewsets.PrudenceAdviceAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk,0,1
laboratory,api-prudence-advice-detail,/sga_components/api/<int:org_pk>/^api_prudence_advice/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,sga.api.sga_components_viewsets.PrudenceAdviceAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|pk|format,0,1
laboratory,api-advices-table-list,/sga_components/api/<int:org_pk>/^api_advices_table/$,sga.api.sga_components_viewsets.PrudenceAdviceTableView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,1
laboratory,api-advices-table-list,/sga_components/api/<int:org_pk>/^api_advices_table\.(?P<format>[a-z0-9]+)/?$,sga.api.sga_components_viewsets.PrudenceAdviceTableView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|format,0,1
laboratory,api-root,/sga_components/api/<int:org_pk>/,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk,0,0
laboratory,api-root,/sga_components/api/<int:org_pk>/<drf_format_suffix:format>,rest_framework.routers.APIRootView,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,org_pk|format,0,0
laboratory,api-shelfobject-maintenance-list,/shelfobject/maintenance/api/<int:org_pk>/<int:lab_pk>/<int:shelfobject>/^api_shelfobject_maintenance_list/$,laboratory.api.shelfobject.ShelfObjectMaintanenceViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelfobject,0,0
laboratory,api-shelfobject-maintenance-list,/shelfobject/maintenance/api/<int:org_pk>/<int:lab_pk>/<int:shelfobject>/^api_shelfobject_maintenance_list\.(?P<format>[a-z0-9]+)/?$,laboratory.api.shelfobject.ShelfObjectMaintanenceViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelfobject|format,0,0
laboratory,api-shelfobject-maintenance-detail-template,/shelfobject/maintenance/api/<int:org_pk>/<int:lab_pk>/<int:shelfobject>/^api_shelfobject_maintenance_list/detail_template/$,laboratory.api.shelfobject.ShelfObjectMaintanenceViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelfobject,0,0
laboratory,api-shelfobject-maintenance-detail-template,/shelfobject/maintenance/api/<int:org_pk>/<int:lab_pk>/<int:shelfobject>/^api_shelfobject_maintenance_list/detail_template\.(?P<format>[a-z0-9]+)/?$,laboratory.api.shelfobject.ShelfObjectMaintanenceViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelfobject|format,0,0
laboratory,api-shelfobject-maintenance-detail,/shelfobject/maintenance/api/<int:org_pk>/<int:lab_pk>/<int:shelfobject>/^api_shelfobject_maintenance_list/(?P<pk>[^/.]+)/$,laboratory.api.shelfobject.ShelfObjectMaintanenceViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelfobject|pk,0,0
laboratory,api-shelfobject-maintenance-detail,/shelfobject/maintenance/api/<int:org_pk>/<int:lab_pk>/<int:shelfobject>/^api_shelfobject_maintenance_list/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$,laboratory.api.shelfobject.ShelfObjectMaintanenceViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelfobject|pk|format,0,0
laboratory,api-shelfobject-maintenance-get-values-for-update,/shelfobject/maintenance/api/<int:org_pk>/<int:lab_pk>/<int:shelfobject>/^api_shelfobject_maintenance_list/(?P<pk>[^/.]+)/get_values_for_update/$,laboratory.api.shelfobject.ShelfObjectMaintanenceViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelfobject|pk,0,0
laboratory,api-shelfobject-maintenance-get-values-for-update,/shelfobject/maintenance/api/<int:org_pk>/<int:lab_pk>/<int:shelfobject>/^api_shelfobject_maintenance_list/(?P<pk>[^/.]+)/get_values_for_update\.(?P<format>[a-z0-9]+)/?$,laboratory.api.shelfobject.ShelfObjectMaintanenceViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|shelfobject|pk|format,0,0
